Job Title,Company Name,Location,Required Skills,Responsibilities
Senior Back End Developer,Your Parts,"Maadi, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Python · Engineering · Computer · Science · Django · AWS · Flask,"Attending daily stand-ups. || Working on release planning & sprint plan and giving accurate estimates for user stories. || Architecting solutions and writing elegant, testable & scalable code. || Reviewing and giving feedback to your peers about their code. || Help design and implement functional requirements. || Build efficient backend features in Python. || Integrate frontend components into applications. || Manage testing and bug fixes. || Understanding UX/UI designs to implement the correct architecture and APIs responses into the code. || Implement software enhancements and suggest improvements. || Use agile process to get things done and document what you are working on along the way. "
Computer Science Instructor,iSchool,"New Cairo, Cairo, Egypt ",Full timeWork from homeEntry Level · 0 - 7 Yrs of Exp · Computer Science · Instructor · Training · Teaching · Science · Computer · Information Technology (IT) · Programming · Python · Robotics,"Instruct and Lead Membership sessions, Educational Camps, Workshops, introductory sessions or educational Competitions for students, and Deliver knowledge using STEAM educational approach. || Asses the assigned students and write a detailed professional feedback for each student following their Assigned sessions with a maximum time limit of 24 hours. || Model, deliver, and craft rich student-centered learning experiences with a combination of pedagogical skills, Technical skills in any of the specified Areas (Computer Science – Robotics – Graphic design) and a great sense of positive Teaching. || Manage the classroom with the required session’s standards and Create a positive classroom culture that encourages positive instructor – student relationships, Deep Learning, Collaboration and Consistent Communication. || Create and implement strategies for weaving STEAM experiences into multi-disciplinary curricula for students with an age that ranges between 6 – 17. || Answer and support Students questions, constantly evaluate and oversee their overall progress to enhance their knowledge and outputted work quality through session’s feedback, generating periodic Documented Evaluation Reports for updating student’s parents, group related instructors and upper management. || Support parent’s technical / educational queries about the sessions content, sessions process and student’s progress with the help of the Team Leader Assigned. "
Odoo Developer,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Odoo Developer · Information Technology (IT) · Computer Science · Business Systems · ERP · Functional · Odoo Modules · Python · Odoo · IT/Software Development,"Design, Development and testing of Odoo (Open ERP) modules, projects, products and interfaces. || Testing of the developed/updated modules. || Setup, maintain and monitor Odoo servers. || Enhance applications, develop and configure features and functionalities that support business requirements. || Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt. || Create & customize reports. || Consistently create quality software that meets specific design and requirements on stated timelines. || Maintaining existing modules and customize Odoo addons. || Integrate Odoo with other applications. "
BI Team Lead,Excel Systems  ,"Sheikh Zayed, Giza, Egypt ",Full timeManager · 7+ Yrs of Exp · BI · Android · Communication skills · Computer Science · Engineering · Information Technology (IT) · Programming · Python · Software · Software Development,Manage and lead the BI team || Select tools and methodologies to ensure that solution identify defects and comply with quality standards. || Carefully collect the requirements from stakeholders (across teams). || Translate business requirements into technical ones. || Build the requirements into artistic looking dashboards or other data output using and language. 
Test Automation Engineer,SIA,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 4 Yrs of Exp · Computer Science · Information Technology (IT) · Java · Software Testing · Testing · UI · Software · Software Development · HTML5 · Python,"Record and execute Test automation scripts || Test current products and identifying deficiencies || Suggest solutions to identified product problems || Investigate product quality to make improvements to achieve better customer satisfaction || Plan, create and manage the overall Quality Planning strategy || Collaborate with the Product Development team to ensure consistent project execution || Identify quality assurance process bottleneck and suggest actions for improvement || Oversee continuous improvement projects || Participate in conferences and educational programs || Follow new and emerging technologies "
Senior Automation Testing Engineer,Capiter,"Maadi, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Automation · Software Development · Java · Selenium · Agile · Scrum · Apache JMeter · RESTful API · Git · Python,"We’re looking for a highly-skilled Senior Software Automation Test Engineer who wants to join a start-up and take on the challenge of their life! Our vision is to build the world’s best company; therefore we need to build the world’s best team. || Capiter is B2B E-Commerce Marketplace that serves as a digital liaison between the FMCG, wholesale, and merchants, restructuring conventional trading methods in Egypt to a digitized one; This in return provides efficiency in the whole supply chain process by using advanced technology and machine-learning models that produce high quality service to sales channels and high data validity to the supply channels with a highly optimized financial product cycling. || The Tech enabler allows its merchants to order their products from the platform with an embedded financing product that allows the merchants to receive credit on their purchases. || Use of logging tools and analyzing issues from logs, like Kibana. || Helps troubleshooting/debugging the defects, also helps in identifying the root-causes. "
Senior Data Analyst,360Imaging,"Dokki, Giza, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Analysis · Python · SQL · LMS · DBT · Data Analysis · Data · Looker · Scripting · BI,"360imaging data program is newly led by a team with a proven track record of building data practices at hypergrowth companies. We are all aligned on the mission of propelling the company to market dominance.  || Data analysts own everything from data stewardship through to strategy analysis, including: structuring the problem and key metrics, data capture design, analytic frameworks, product design analysis, data/analysis accessibility for business partners, deep-dive strategic analyses. Your role will be problem(s)-based, and will likely involve driving all of these components.  "
Senior Data Scientist,Wakeb Data,"Mohandessin, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Data Science · Python · Computer Science · Data Scientist · Speech Recognition · Computer vision · machine-learning · Statistics · Information Technology (IT) · IT/Software Development,Speech processing and recognition specialist. || Computer vision specialist. 
Mid/Senior System Engineer,Contensi Egypt for Software,"6th of October, Giza, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · Cloud · Python · Java · English · DNS · Programming · Kubernetes · Gitlab,Competitive Salary. || German Language Course. || A Cloud Guru Account || Friendly and respectful work environment. || Software and System Engineering courses and certifications. || Free time to study and work on technical blogs. 
Front-End Developer Team Leader - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full timeManager · 5+ Yrs of Exp · Java · C++ · C# · HTML · CSS · Python · Information Technology (IT) · Adobe Illustrator · Adobe Indesign · Web Design,"Creates and modifies web-based platforms and web/mobile applications through an integrated project management experience. || This is a special appointment, professional position responsible for setting project management stream across the IT department with the objective to lead a team of programmers and web-developers through developing, maintaining, enhancing and customizing programmers and developers team management protocols. "
Full Stack Developer - Contract Position Possible,Gergco LLC,"New Cairo, Cairo, Egypt ",Full timeWork from homeExperienced · 3 - 10 Yrs of Exp · Python · Computer Science · Information Technology (IT) · Git · React · javaScript · IT/Software Development · Engineering - Telecom/Technology,"We are looking for a highly skilled computer programmer who is comfortable with both front and back-end programming.  || Full stack developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications, and working alongside graphic designers for web design features, among other duties. || Full stack developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail. "
Software Testing Engineer,CloudInn,"Dokki, Giza, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Software Development · Testing · Software Testing · Financial Software · Software Engineering · Financial Operations · Testing Engineers · Hospitality · Information Technology (IT) · Engineering,"Our SaaS platform is a complex one, Between financial operations, several connected components and continuous growth of features we're as strong as our best testing engineers. || This job requires excellent attention to details and the ability to have a holistic view of the system you're testing. || It's also a great opportunity to build your testing skills in several areas, testing one of the most complex systems in the market today. "
Machine Learning Engineer,Technic,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Computer Science · Information Technology (IT) · Computer Vision · Machine Learning · Python · Computer Engineering · Keras · Tensorflow · Computer · AWS,Study and transform data science prototypes || Design machine learning systems || Research and implement appropriate ML algorithms and tools || Develop machine learning applications according to requirements || Select appropriate datasets and data representation methods || Run machine learning tests and experiments || Perform statistical analysis and fine-tuning using test results || Train and retrain systems when necessary || Extend existing ML libraries and frameworks || Keep abreast of developments in the field. 
Senior Data Analyst,StatsBomb,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Data Analysis · Analysis · Data · Analytical · Power BI · Tableau · BI · Data Visualization · Information Technology (IT) · English,"Lead data-driven projects from definition to execution, from defining metrics to communicating actionable insights. || Regular interactions with stakeholders to understand their challenges and recommend solutions from data. || Conduct analysis across multiple data sources to identify key insights. || Support operations teams with building their required data products, reports and automating their day to day processes when possible. || Develop dashboards and general data visualization using Tableau. || Present conclusions to multiple stakeholders in a clear and concise manner. || Own the data side of a new product from A to Z with all its analysis and reporting infrastructure. "
Senior Software Engineer (Ruby On Rails),Premier Services and Recruitment,"Cairo, Egypt ",Full timePart timeFreelance / ProjectExperienced · 5+ Yrs of Exp · Ruby On Rails · Computer Science · Information Technology (IT) · NoSQL · javaScript · AWS · Docker · REST · Python · NodeJS,"Develop the next generation of Security/Malware business solution || Work as a global team to ensure everyone meets their goals || Participate in our agile/scrum process || Be part of on-call rotation of production systems || Support your fellow developers; proactively communicate, document, unit-test, and peer review Make the world a better place by supporting cyber protection for everyone "
Cloud Engineer,Evolvice GmbH,"Cairo, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Cloud · AWS · Python · Networking · Computer Science · Information Technology (IT) · Engineering · Linux · IT/Software Development · Engineering - Telecom/Technology,"Evolvice GmbH is a German software services provider with development hubs in Ukraine (Kyiv, Uzhhorod) and well-known companies such as Robert Bosch GmbH, Porsche AG, the WTS tax consulting AG, etc. ||  As customers we are searching for a Cloud Engineer to join the team of professionals. We are looking for an active, responsive, and devoted person. "
Software Developer,IOP,"Heliopolis, Cairo, Egypt ",InternshipEntry Level · Information Technology (IT) · Software Development · Computer Science · web service · system integration · IOT · AI · SQL · database hosting · Programming,"Research, design, implement innovative software solutions and deliver projects on-time || Investigate new technologies to be up to date with the new technical knowledge and skills. || Review requirements, specifications and technical design documents to provide timely and meaningful feedback || Ensure the performance, quality, and responsiveness of our products and components. || Handle existing software problems and carry out requested changes || Make Unit testing to the code || Impact analysis for change requests || Participate in Team meeting || Gathering and understanding scope || Maintaining the systems once they are up and running || Writing Documentation according to business needs "
Senior Linux System Engineer,Link Datacenter,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris · CentOS · RedHat · NGINX,"Developing processes and procedures for ongoing management of the system environments. || Updating the technical documentation and the team knowledge base. || Researching and recommending innovative, and where possible automated approaches for system administrations tasks. || Mentoring and developing junior team members of system engineers as required. || Assessing new technologies and products, applying industry best practices and methodologies to engineering and operations activities. || Providing on-call consulting advice and technical support to external/internal customers regarding specific operational/applications issues. || Participating in the overall secure design and performance of system/server’s environment. || Conducting periodic safety tests of system performance, reliability, and load, assists the service desk and operations in resolving system performance issues. || Taking lead in resolving operational issues, performing root cause analysis, and implementing necessary corrective actions to prevent re-occurrence. "
Odoo Developer,T&D Design,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Odoo · HTML · Information Technology (IT) · Computer Science · Python · PostgreSQL · Linux · Git · Odoo Modules · Pycharm,"Design, Development and testing of Odoo (Open ERP) modules, projects, products and interfaces. || Testing of the developed/updated modules. || Setup, maintain and monitor Odoo servers. || Enhance applications, develop and configure features and functionalities that support business requirements. || Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt. || Create & customize reports. || Consistently create quality software that meets specific design and requirements on stated timelines. "
DevOps Engineer,Beyond Solution,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Computer Science · AWS · Linux · Rest · Information Technology (IT) · SonarQube · Docker · XRat · Jira · Bitbucket,"We are looking for a DevOps Engineer who will jump right into hands-on DevOps engineering  || Collaborate with our development and operations teams to lead the creation of DevOps solutions that scale with our rapid growth.  || The candidate  will help us in provisioning, improve, secure and maintain our CI/CD pipelines, cloud infrastructure and spread DevOps culture within the team. "
Machine Learning Researcher,RDI,"Dokki, Giza, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Machine Learning · Deep Learning · Python · TensorFlow · Computer Engineering · Computer Science · Flask · GIT · Linux · C++,"Build a very fast and initial system to solve a certain problem then enhance this system || Go through the state of the art research papers to find the best solution to a specific problem || Implement new ML technologies especially in Speech recognition, Character recognition,  Text to speech and NLP applications || Document all the work in a good way so any other researcher can use it easily "
Senior Data Analyst,Nana,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Data Analysis · SQL · Tableau · BI · Power BI · Python · MYSQL · Data science · Data Manipulation · Data Visualization,"Ensure data quality and integrity. || Undertake preprocessing of structured and unstructured data. || Develop and implement databases and data collection systems. || Acquire data from primary or secondary data sources and maintain databases/data systems. || Coordinate with the data scientists to identify future needs and requirements. || Provide innovative analytical insights within the Data Products Program. || Conduct detailed data analysis on data used across business units to evaluate business processes and improve on/create new feature. || Respond to data and product related inquiries in real-time to support business and technical teams. || Perform various data analytics in SQL and MS Excel using statistical models or industry accepted tools. || Provide relational database expertise to construct and execute SQL queries to be used in data analysis activities. || Provide data solutions, tools, and capabilities to enable self-service frameworks for data consumers. || Provide expertise and translate the business needs to design; and develop tools, techniques, and metrics, and dashboards for insights and data visualization. || Responsible for developing and executing tools to monitor and report on data quality. || Responsible for establishing appreciation and adherence to the principles of data quality management, including metadata, lineage, and business definitions. || Provide support to Tech teams in managing security mechanisms and data access governance.  "
Software Test Automation Engineer,AFKAR Technology,"Smart Village, Giza, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Automation · Java · RPA · C# · Software Testing · Selenium · Testing · Programming · Computer Science · Information Technology (IT),Participate in designing/developing test automation frameworks for cross-platform projects [ Web –Mobile Desktop ]. 
Robotics Instructor Steam,iSchool,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 0 - 10 Yrs of Exp · Teaching · Education · Lego · Stem · Mechanical · Robot · Robotics · Engineering · Electronics · Programming,"Instruct and Lead Membership sessions, Educational Camps, Workshops, introductory sessions, or educational Competitions for students, and Deliver knowledge using the STEAM educational approach. || Asses the assigned students and write detailed professional feedback for each student following their Assigned sessions with a maximum time limit of 24 hours. || Model, deliver, and craft rich student-centered learning experiences with a combination of pedagogical skills, Technical skills in any of the specified Areas (Computer Science – Robotics – Graphic design), and a great sense of positive Teaching. || Manage the classroom with the required session’s standards and create a positive classroom culture that encourages positive instructor–student relationships, Deep Learning, Collaboration, and Consistent Communication. || Create and implement strategies for weaving STEAM experiences into multi-disciplinary curricula for students with an age that ranges between 6 – 17. || Work in partnership with instructors and staff, modeling consistent effective teaching with technology, engagement, lesson plan design, use of technology, STEAM, and online tools. || Demonstrate fundamental knowledge of the connection between technology, and other fields of study. || Answer and support Students' questions, constantly evaluate and oversee their overall progress to enhance their knowledge and outputted work quality through session’s feedback, generating periodic Documented Evaluation Reports for updating student’s parents, group related instructors, and upper management. || Support parent’s technical/educational queries about the session's content, sessions process, and student’s progress with the help of the Team Leader Assigned. "
Software Engineer,Mitcha,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Programming · Computer Science · Python · PHP · Java · Hosting · UNIX · Information Technology (IT) · Software Engineering · Software Development,"Manage all Mitcha technology aspects, softwares and technical issues "
Information Security Administrator,One Point Holding,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Cisco · Information Technology (IT) · Computer Science · Engineering · Security · Network Security · Network · Computer · Firewalls · Information Security,"Configure and monitor a variety of security devices and tools, including but not limited to: Anti-Virus endpoint, IDS/IPS, Firewalls, SIEM, NAC, patch management, and Vulnerability Management tools, etc. || Create and execute policy and audit plans; identify security risks and operation needs. || Remain up to date with current attack methods and characteristics in order to identify threats and advice on prevention, mitigation and remediation. || Monitor, troubleshoot and analyse network performance across the organizations LANs, WANs and wireless deployments || Ensures compliance with all applicable configuration standards. || Generates reports on assessment findings and summarizes them to facilitate remediation tasks. || Plans, develops, and executes vulnerability scans of organization information systems. || Research emerging threats and vulnerabilities to aid in the identification of network incidents. || Recommends improvements to the Information Security Program to the IT Manager. || Recommends improvements to the Information Security Program to the IT Manager. || Administers and troubleshoots domain accounts, business applications, and infrastructure system accounts through the entire lifecycle (creation, modification, deletion) throughout the enterprise. || Responds to inquiries regarding logs and reports of domain controllers, business applications and infrastructure systems. "
Senior Software Testing Engineer,FILLFLIX for Software,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Testing · Software Development · Jira · ISTQB · Software Testing · Selenium · Java · python,"Review requirements and design of the system to be implemented. || Design and review test cases and test scripts. || Execute test cases and test scripts on the system. || Ability to define test cases execution priority. || Identify test cases risk and priority. || Log issues and tracks them until closure. || Report project quality status. || Ability to perform impact analysis || Communicate with the product owner to discuss project’s issues and schedule. || Ability to understand new testing techniques, technologies, and tools. "
Full Stack Software Engineer - Remotely,KaGoal,"Cairo, Egypt ",Full timePart timeWork from homeExperienced · 2 - 3 Yrs of Exp · Software Development · Node.js · Information Technology (IT) · javaScript · Full Stack · HTML · React · Software · Software Engineering · SQL,"Design client-side and server-side architecture || Build the front-end of applications through appealing visual design || Develop and manage well-functioning databases and applications || Write effective APIs || Test software to ensure responsiveness and efficiency || Troubleshoot, debug and upgrade software || Create security and data protection settings || Build features and applications with a mobile responsive design || Write technical documentation || Work with data scientists and analysts to improve software "
Senior Odoo Developer,Docuserv,"Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Odoo · Python · Odoo Modules · PostgreSQL · XML · API · Information Technology (IT) · Computer Science · GIT · javaScript,"Design, Development, and testing of( Odoo ERP) modules, projects, products, and interfaces. || Maintaining existing modules and customize Odoo addons. || Create & customize reports and wizards. || Test new functions/modifications to existing application modules in accordance with application support. || Integrate Odoo with other applications. || Configure, install and maintain Odoo servers. || Diagnose and resolve errors related to the applications. "
Google Cloud Data Architect,Technidrome,"Cairo, Egypt ",Full timeExperienced · 5 - 15 Yrs of Exp · Information Technology (IT) · Computer Science · Google Cloud · Cloud · Computer Engineering · Engineering · Google · Data Engineering · English · Hadoop,"Lead the design and development of a technical strategy for the platform. || Lead, oversee and make contributions to the improvement of the integration of fundamental enterprise technology systems and platform projects, from conceptualisation through to assessment and project closure. || Conduct the technical implementation and preservation of a statistics governance policy, to make sure compliance and safety of data and data flows to move data securely across departments. || Give guidance and make a contribution in constructing an organisational data architecture framework, standards and principles including modelling, metadata, security, reference data and master data. || Translate business requirements to technical specifications’ documentation (e.g. integrations, transformations, data streams, databases, etc). || Work together with different teams across the NGO to give technological mentorship, experienced input, etc. || Steer, oversee and support the work of a Data Engineering team (e.g. give guidance regarding coding standards, tools, practises, quality assurance and innovations). "
Senior Full Stack Developer (PHP Laravel & Vue.js),Starzly,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · full stack · Software Development · Laravel · React · MongoDB · Information Technology (IT) · Computer Science · MySQL · Git · Software,"Starzly, an online platform connecting consumers wanting a more personal interaction with celebrities and influencers, while enabling the influencers to increase their engagement, revenues, and following. || Join a fast-growing company where you can do the best work of your career. Starzly is looking for a talented & experienced senior full-stack developer with strong front & back-end development experience including working experience with modern frameworks like Laravel, ReactJS / VueJS, and React Native is a plus. "
Back-End Developer,Blnk Consumer Finance,"Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Python · Django · Telecom Engineering · Back-End Developer · Development · IT/Software Development,"Develop, record, and maintain cutting edge web-based PHP applications on portal plus premium service platforms || Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team || Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications || Prepare and maintain all applications utilizing standard development tools || Utilize backend data services and contribute to increasing existing data services API || Lead the entire web application development life cycle right from concept stage to delivery and post-launch support || Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues || Document the development process, architecture, and standard components || Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as a liaison between development staff and project manager || Keep abreast of new trends and best practices in web development || Database creation, integration, and management || Back-end frameworks to build server-side software. "
Devops Engineer,Kashier Payment Solutions,"Zamalek, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · DevOps · Software Development · Python · Agile · AWS · Automation · Docker · IT/Software Development,"Strengthen our application and environment security, applying standards and best practices, and providing tooling to make development workflows more secure. || Create, maintain, and iterate on our CI/CD processes for new and existing services. Increase the sophistication of our alerting and escalation mechanisms. || Keep up to the date on modern technologies and trends and advocate for their inclusion within products when it makes sense. || Help increase system performance with a focus on high availability and scalability. || Propose, scope, design, and implement various infrastructure architectures. || Work collaboratively with multiple agile teams to help deliver end-to-end products and features, seeing them through from conception to delivery. || Continue to keep the lights on (day-to-day administration). || Help define, document, evolve, and evangelize high engineering standards and best practices across multiple areas. || Move quickly and intelligently - seeing technical debt as your nemesis. "
Senior Django Developer,Pillars,"Cairo, Egypt ",Full timeManager · 5 - 12 Yrs of Exp · Django · Information Technology (IT) · Computer Science · Agile · Python · Development · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology,"Guide team development efforts towards successful project delivery || Provide technical leadership to teammates through coaching and mentorship || Assessing the efficiency and speed of current applications || Identify and encourage areas for growth and improvement within the team || Assist in the collection and documentation of user's requirements, development of user stories, estimates and work plans || Prepare reports, manuals and other documentation on the status, operation and maintenance of software || Capable of understanding and contributing to the technical solution from design through to code level || Applying high-quality code by following planned solution architecture || Package and support deployment of releases || Analyze and resolve technical and application problems || Building scalable and flexible solution architect and plan sprints to implement || Deploying solutions on cloud and manage releases || Adhere to high-quality development principles while delivering solutions on-time and on-budget || Define and communicate technical and design requirements || Research and evaluate a variety of software products || Mentoring the development team and help them to achieve their KPIs and grow their career || Lead technical meetings with business people and elicitate needs into a documented requirements to implement "
Data Scientist,B.Tech,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Python · Information Technology (IT) · Computer Science · Data Science · Statistics · SQL · MySQL · Data · Science · Mathematics,"o Work with stakeholders throughout the B.TECH to identify opportunities for leveraging company data to drive || business solutions. || o Mine and analyze data from B.TECH databases to drive optimization and improvement of technology || techniques and strategies. || o Assess the effectiveness and accuracy of new data sources and data gathering techniques. || o Develop custom data models and algorithms to apply to data sets. || o Develop processes and tools to monitor and analyze model performance and data accuracy. || o Developing predictive systems and creating efficient algorithms to improve data quality || o Identifying, evaluating, designing, and implementing statistical analyses of gathered data to create analytic || metrics and tools || o Designing, building, and deploying data analysis systems for large data sets || o Creating algorithms to extract information from large data sets || o Establishing efficient, automated processes for model development, validation, implementation, and large || scale data analysis || o Developing metrics and prototypes used to drive technology decisions. || o Identifying emergent trends and opportunities for future growth and development "
Odoo Technical Consultant,OdooTec,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · odoo · python · Technical Consultant · IT · IT/Software Development · Strategy/Consulting · Engineering - Telecom/Technology,"We are hiring an experienced Odoo developer with deep knowledge and great track record in building and customizing Odoo apps. ||  The candidate will demonstrate proficiency in both frontend and backend development.  || The candidate will must have created a wide range of Odoo apps on POS, Website, Accounting, Inventory and other apps that are currently live on client production servers. "
Senior Full Stack Developer (PHP Laravel & Vue.js),CrossWorkers,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Software Development · Laravel · VueJs · AJAX · MySQL · javaScript · PHP Laravel · PHP · Computer Science,"Deliver the assigned tasks within due time frame and minimum percentage of defects/bugs, ensuring the needed quality of delivery is attained. || Ensure being up to date with the latest needed technologies aiding the Client’s projects needs and delivery. || Document all tasks being implemented for easy reference to the development team and Clients. || Effectively Communicates with the Team/Client, for an easy flow of information and connection with the team. || Manage time in order to utilize a 25% - 30% for research and learning and 70% - 75% for technical development. || Provides information by collecting, analyzing, and summarizing development and service issues. || Follow the NDA & Security Data Protection Guidelines ensuring data is confidential and not disclosed to any third parties. "
SDE - 1,Confidential -,"Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · SQL · C# · Java · IT · Computer Science · Engineering · Telecom · Python · IT/Software Development · Engineering - Telecom/Technology,"Writing reusable, testable, and efficient code || Integration of user-facing elements developed by front-end developers with server side logic || Test software development methodology in an agile environment. || Troubleshoot, debug and upgrade existing systems || Deploy programs and evaluate user feedback || Work closely with senior and principal engineers to and deliver quality technology solutions || Own development in multiple layers of the stack including distributed workflows hosted in native AWS || Gather requirements and business process knowledge in order to transform the data in a way that is geared towards the needs of end-users || Providing maintenance support. "
Senior Backend Developer,1336 Studios,"Cairo, Egypt ",Full timeWork from homeExperienced · 4+ Yrs of Exp · AWS ECS · AWS EC2 · Django · Flask · FP · DynamoDB · NoSQL · PostgreSQL · MySQL · Kubernetes,"Prepare detailed program specifications, identifying requirements, and participating in design, development and testing of systems || Ensure successful integration and communication with external systems. || Perform some DevOps tasks. || Collaborate with the game developers and back-end web developers to build all backend logic. || To be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. "
Senior Test Automation Engineer,buseet,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Katalon · Seleium · appuim · Testing · QC · Automated Testing · Security · Computer Science · Information Technology (IT) · Software Development,"Record and execute Test automation scripts || Test current products and identifying deficiencies || Suggest solutions to identified product problems || Investigate product quality to make improvements to achieve better customer satisfaction || Plan, create and manage the overall Quality Planning strategy || Collaborate with the Product Development team to ensure consistent project execution || Identify quality assurance process bottleneck and suggest actions for improvement || Oversee continuous improvement projects || Participate in conferences and educational programs || Follow new and emerging technologies "
Data Analyst,Confidential -,"Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Data Analysis · BI · SQL · Tableau · Business · Analytical · Data · Information Technology (IT) · Python · Computer Science,Collaborate with the business team to understand their requirements and propose analytical solutions. || Develop clear visualizations to convey complicated data in a straightforward manner. || Responsible for handling ad-hoc data retrieval requests. || Take ownership of creating dashboards from scratch which will help stakeholders to take the necessary business decisions. || Create data stories while presenting it to the stakeholders. 
SDE - 2,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · SQL · IT · Computer Science · Engineering · Telecom · Java · Python · .NET · IT/Software Development · Engineering - Telecom/Technology,"Writing reusable, testable, and efficient code || Integration of user-facing elements developed by front-end developers with server side logic || Test software development methodology in an agile environment. Deploy features and evaluate user feedback || Work closely with principal engineers to and deliver quality technology solutions || Own development in multiple layers of the stack including distributed workflows hosted in native AWS || Working with business teams to understand requirements and ability to transform them into technical specifications || Communicate timelines while accounting for best implementation practices. Maintain and improve already existing processes || Troubleshooting production issues and providing RCAs and fixes on the fly. || Providing maintenance support. || Care about code quality, and know how to lead by example: from a clean Git history, to well thought-out unit and integration tests. "
Robotic Designer,Icity,"Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Python · Robotics · C# · Computer · Computer Science · Engineering · Mechatronics · Mechanical · C++ · LiDAR,"CAD 3D Solid modelling and 2D Mechanical Drafting is highly desired (e.g. SolidWorks, AutoCAD, Catia) (Mandatory). || Working on collaborative robotics and automation solutions desired(Plus). "
SDE-3,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 7+ Yrs of Exp · API · Java · Python · IT · Computer Science · Engineering · Telecom · .Net · IT/Software Development · Engineering - Telecom/Technology,"Writing reusable, testable, and efficient code || Understanding of fundamental design principles behind a scalable application || Engage in code reviews and help maintain high standards of code quality || Software development methodology in an agile environment. || Deployment of features across dev/test/production environment and their monitoring with proper logging || Work closely with principal engineers to and deliver quality technology solutions || Own development in multiple layers of the stack including distributed workflows hosted in native AWS. || Ability to analyze which managed cloud service would suit which feature needs. || Working with business teams to understand requirements and ability to transform them into technical specifications || Communicate timelines while accounting for best implementation practices Maintain and improve already existing processes || Troubleshooting production issues and providing RCAs and fixes on the fly Ability to run scrums for teams with minimal guidance || Care about code quality, and know how to lead by example: from a clean Git history, to well thought-out unit and integration tests. "
